score,gender,age,purpose,dest_hdong_cd
1.5002066408943637,여,80,업무,도봉제2동
1.4528351525084902,여,80,업무,쌍문제1동
1.4528351525084902,여,80,업무,쌍문제2동
1.4528351525084902,여,80,업무,쌍문제3동
1.4528351525084902,여,80,업무,쌍문제4동
1.4528351525084902,여,80,업무,방학제1동
1.4528351525084902,여,80,업무,방학제2동
1.4528351525084902,여,80,업무,방학제3동
1.4330437070047908,여,80,업무,월계1동
1.4330437070047908,여,80,업무,월계2동
1.382790356949788,여,80,업무,월계3동
1.3611233857811909,여,80,업무,공릉1동
1.4162391863748522,여,80,업무,공릉2동
1.5879300290119218,여,80,업무,하계1동
1.592171814709363,여,80,업무,하계2동
1.592171814709363,여,80,업무,중계본동
1.5111170923592447,여,80,업무,중계1동
1.4834590641526444,여,80,업무,중계4동
1.4834590641526444,여,80,업무,중계2.3동
1.4834590641526444,여,80,업무,상계1동
1.4834590641526444,여,80,업무,상계2동
1.5020309179878653,여,80,업무,상계3.4동
1.4908704999207045,여,80,업무,상계5동
1.4911818882964882,여,80,업무,상계6.7동
1.4911818882964882,여,80,업무,상계8동
1.4801753712399388,여,80,업무,상계9동
1.4801753712399388,여,80,업무,상계10동
1.45693550082972,여,80,업무,녹번동
1.45693550082972,여,80,업무,불광제1동
1.3983300085656245,여,80,업무,불광제2동
1.3983300085656245,여,80,업무,갈현제1동
1.3983300085656245,여,80,업무,갈현제2동
1.3983300085656245,여,80,업무,구산동
1.4465244727085433,여,80,업무,대조동
1.4465244727085433,여,80,업무,응암제1동
1.4417372680308447,여,80,업무,응암제2동
1.4490265748673141,여,80,업무,응암제3동
1.4364966625478977,여,80,업무,역촌동
1.40566796695486,여,80,업무,신사제1동
1.40566796695486,여,80,업무,신사제2동
1.40566796695486,여,80,업무,증산동
1.402389453936002,여,80,업무,수색동
1.4305728383097076,여,80,업무,진관동
1.3517281024295011,여,80,업무,천연동
1.3603964607756434,여,80,업무,북아현동
1.3603964607756434,여,80,업무,충현동
1.3603964607756434,여,80,업무,신촌동
1.5078496762754237,여,80,업무,연희동
1.5135428059311804,여,80,업무,홍제제1동
1.4576544696074134,여,80,업무,홍제제3동
1.4576544696074134,여,80,업무,홍제제2동
1.4576544696074134,여,80,업무,홍은제1동
1.4543156466472882,여,80,업무,홍은제2동
1.4543156466472882,여,80,업무,남가좌제1동
1.4543156466472882,여,80,업무,남가좌제2동
1.4543156466472882,여,80,업무,북가좌제1동
1.4543156466472882,여,80,업무,북가좌제2동
1.4656798885197349,여,80,업무,아현동
1.4656798885197349,여,80,업무,공덕동
1.4648282091245006,여,80,업무,도화동
1.436931253988996,여,80,업무,용강동
1.436931253988996,여,80,업무,대흥동
1.4596960411435922,여,80,업무,염리동
1.4433305130493426,여,80,업무,신수동
1.4225684668582885,여,80,업무,서강동
1.432986311618719,여,80,업무,서교동
1.4444263704723692,여,80,업무,합정동
1.4444263704723692,여,80,업무,망원제1동
1.4444263704723692,여,80,업무,망원제2동
1.4444263704723692,여,80,업무,연남동
1.4444263704723692,여,80,업무,성산제1동
1.4444263704723692,여,80,업무,성산제2동
1.4444263704723692,여,80,업무,상암동
1.3869485851966377,여,80,업무,목1동
1.3869485851966377,여,80,업무,목2동
1.348832871470337,여,80,업무,목3동
1.348832871470337,여,80,업무,목4동
1.348832871470337,여,80,업무,목5동
1.348832871470337,여,80,업무,신월1동
1.348832871470337,여,80,업무,신월2동
1.348832871470337,여,80,업무,신월3동
1.3406970344378828,여,80,업무,신월4동
1.3342043658492448,여,80,업무,신월5동
1.298780782049293,여,80,업무,신월6동
1.298780782049293,여,80,업무,신월7동
1.3080978649892057,여,80,업무,신정1동
1.3080978649892057,여,80,업무,신정2동
1.3080978649892057,여,80,업무,신정3동
1.3080978649892057,여,80,업무,신정4동
1.3332246994576697,여,80,업무,신정6동
1.3332246994576697,여,80,업무,신정7동
1.188757760865536,여,80,업무,염창동
1.188757760865536,여,80,업무,등촌제1동
1.188757760865536,여,80,업무,등촌제2동
1.188757760865536,여,80,업무,등촌제3동
1.188757760865536,여,80,업무,화곡제1동
1.188757760865536,여,80,업무,화곡제2동
1.188757760865536,여,80,업무,화곡제3동
1.188757760865536,여,80,업무,화곡제4동
1.188757760865536,여,80,업무,화곡본동
1.188757760865536,여,80,업무,화곡제6동
1.188757760865536,여,80,업무,화곡제8동
1.1973812410283713,여,80,업무,가양제1동
1.1973812410283713,여,80,업무,가양제2동
1.1973812410283713,여,80,업무,가양제3동
1.1967196280200643,여,80,업무,발산제1동
1.1967196280200643,여,80,업무,우장산동
1.2024726869152125,여,80,업무,공항동
1.2024726869152125,여,80,업무,방화제1동
1.2024726869152125,여,80,업무,방화제2동
1.2024726869152125,여,80,업무,방화제3동
1.4589214235554289,여,80,업무,신도림동
1.4576702532745083,여,80,업무,구로제1동
1.4576702532745083,여,80,업무,구로제2동
1.4576702532745083,여,80,업무,구로제3동
1.4313770075245238,여,80,업무,구로제4동
1.4313770075245238,여,80,업무,구로제5동
1.4313770075245238,여,80,업무,가리봉동
1.4313770075245238,여,80,업무,고척제1동
1.4313770075245238,여,80,업무,고척제2동
1.4313770075245238,여,80,업무,개봉제1동
1.4313770075245238,여,80,업무,개봉제2동
1.4313770075245238,여,80,업무,개봉제3동
1.4313770075245238,여,80,업무,오류제1동
1.4313770075245238,여,80,업무,오류제2동
1.4313770075245238,여,80,업무,수궁동
1.4313770075245238,여,80,업무,항동
1.4456955275998318,여,80,업무,가산동
1.3811957395280858,여,80,업무,독산제1동
1.3811957395280858,여,80,업무,독산제2동
1.3811957395280858,여,80,업무,독산제3동
1.3811957395280858,여,80,업무,독산제4동
1.3811957395280858,여,80,업무,시흥제1동
1.3811957395280858,여,80,업무,시흥제2동
1.3811957395280858,여,80,업무,시흥제3동
1.3811957395280858,여,80,업무,시흥제4동
1.3811957395280858,여,80,업무,시흥제5동
1.3316753129135044,여,80,업무,영등포본동
1.5067371117104562,여,80,업무,영등포동
1.5067371117104562,여,80,업무,여의동
1.5067371117104562,여,80,업무,당산제1동
1.5067371117104562,여,80,업무,당산제2동
1.4451048196507534,여,80,업무,도림동
1.4168416782047124,여,80,업무,문래동
1.4095760042599985,여,80,업무,양평제1동
1.4095760042599985,여,80,업무,양평제2동
1.3261060526458284,여,80,업무,신길제1동
1.3261060526458284,여,80,업무,신길제3동
1.3212359025493865,여,80,업무,신길제4동
1.34330261567695,여,80,업무,신길제5동
1.34330261567695,여,80,업무,신길제6동
1.34330261567695,여,80,업무,신길제7동
1.34330261567695,여,80,업무,대림제1동
1.34330261567695,여,80,업무,대림제2동
1.34330261567695,여,80,업무,대림제3동
1.5626709232466118,여,80,업무,노량진제1동
1.5626709232466118,여,80,업무,노량진제2동
1.5626709232466118,여,80,업무,상도제1동
1.5626709232466118,여,80,업무,상도제2동
1.5626709232466118,여,80,업무,상도제3동
1.5626709232466118,여,80,업무,상도제4동
1.6222587216312605,여,80,업무,흑석동
1.6278562031755968,여,80,업무,사당제1동
1.6278562031755968,여,80,업무,사당제2동
1.6318717350600846,여,80,업무,사당제3동
1.6318717350600846,여,80,업무,사당제4동
1.6318717350600846,여,80,업무,사당제5동
1.6318717350600846,여,80,업무,대방동
1.6318717350600846,여,80,업무,신대방제1동
1.6318717350600846,여,80,업무,신대방제2동
1.7748935251444198,여,80,업무,보라매동
1.7768189737891564,여,80,업무,청림동
1.7768189737891564,여,80,업무,성현동
1.7768189737891564,여,80,업무,행운동
1.7768189737891564,여,80,업무,낙성대동
1.7768189737891564,여,80,업무,청룡동
1.7459075185685922,여,80,업무,은천동
1.7459075185685922,여,80,업무,중앙동
1.7459075185685922,여,80,업무,인헌동
1.7459075185685922,여,80,업무,남현동
1.7459075185685922,여,80,업무,서원동
1.7459075185685922,여,80,업무,신원동
1.7459075185685922,여,80,업무,서림동
1.7459075185685922,여,80,업무,신사동
1.7459075185685922,여,80,업무,신림동
1.7459075185685922,여,80,업무,난향동
1.7459075185685922,여,80,업무,조원동
1.7459075185685922,여,80,업무,대학동
1.7459075185685922,여,80,업무,삼성동
1.7459075185685922,여,80,업무,미성동
1.7459075185685922,여,80,업무,난곡동
1.7282947383572966,여,80,업무,서초1동
1.7282947383572966,여,80,업무,서초2동
1.7282947383572966,여,80,업무,서초3동
1.7282947383572966,여,80,업무,서초4동
1.7282947383572966,여,80,업무,잠원동
1.7282947383572966,여,80,업무,반포본동
1.805547800572146,여,80,업무,반포1동
1.8483863687266466,여,80,업무,반포2동
1.8483863687266466,여,80,업무,반포3동
1.8483863687266466,여,80,업무,반포4동
1.849461502588155,여,80,업무,방배본동
1.849461502588155,여,80,업무,방배1동
1.7840124868283374,여,80,업무,방배2동
1.8223027525199993,여,80,업무,방배3동
1.7948425948923261,여,80,업무,방배4동
1.7317097693541734,여,80,업무,양재1동
1.7317097693541734,여,80,업무,양재2동
1.7317097693541734,여,80,업무,내곡동
1.4037503805831282,여,80,업무,신사동
1.4037503805831282,여,80,업무,논현1동
1.4116649867304452,여,80,업무,논현2동
1.4116649867304452,여,80,업무,압구정동
1.4116649867304452,여,80,업무,청담동
1.3603743182820545,여,80,업무,삼성1동
1.356276354084442,여,80,업무,삼성2동
1.3181824425397901,여,80,업무,대치1동
1.3140844783421775,여,80,업무,대치2동
1.317940602841168,여,80,업무,대치4동
1.317940602841168,여,80,업무,역삼1동
1.3123504393246075,여,80,업무,역삼2동
1.2595659224259543,여,80,업무,도곡1동
1.2595659224259543,여,80,업무,도곡2동
1.2595659224259543,여,80,업무,개포1동
1.2595659224259543,여,80,업무,개포2동
1.2595659224259543,여,80,업무,개포3동
1.2595659224259543,여,80,업무,개포4동
1.2243795422842814,여,80,업무,세곡동
1.1975199545432138,여,80,업무,일원본동
1.1975199545432138,여,80,업무,일원1동
1.1975199545432138,여,80,업무,수서동
1.5477923076725597,여,80,업무,풍납1동
1.5477923076725597,여,80,업무,풍납2동
1.5477923076725597,여,80,업무,거여1동
1.5477923076725597,여,80,업무,거여2동
1.7112512715221415,여,80,업무,마천1동
1.7112512715221415,여,80,업무,마천2동
1.712500411700033,여,80,업무,방이1동
1.712500411700033,여,80,업무,방이2동
1.712500411700033,여,80,업무,오륜동
1.712500411700033,여,80,업무,오금동
1.712500411700033,여,80,업무,송파1동
1.6842425241965733,여,80,업무,송파2동
1.6842425241965733,여,80,업무,석촌동
1.6842425241965733,여,80,업무,삼전동
1.6847410095234876,여,80,업무,가락본동
1.6675188000392636,여,80,업무,가락1동
1.6675188000392636,여,80,업무,가락2동
1.6675188000392636,여,80,업무,문정1동
1.6675188000392636,여,80,업무,문정2동
1.6675188000392636,여,80,업무,장지동
1.6675188000392636,여,80,업무,위례동
1.6675188000392636,여,80,업무,잠실본동
1.6486594454756431,여,80,업무,잠실2동
1.6486594454756431,여,80,업무,잠실3동
1.6486594454756431,여,80,업무,잠실4동
1.6486594454756431,여,80,업무,잠실6동
1.6486594454756431,여,80,업무,잠실7동
1.6486594454756431,여,80,업무,강일동
1.6486594454756431,여,80,업무,상일제1동
1.6486594454756431,여,80,업무,상일제2동
1.6486594454756431,여,80,업무,명일제1동
1.6486594454756431,여,80,업무,명일제2동
1.6486594454756431,여,80,업무,고덕제1동
1.6486594454756431,여,80,업무,고덕제2동
1.6486594454756431,여,80,업무,암사제1동
1.6486594454756431,여,80,업무,암사제2동
1.6486594454756431,여,80,업무,암사제3동
1.6486594454756431,여,80,업무,천호제1동
1.6486594454756431,여,80,업무,천호제2동
1.6486594454756431,여,80,업무,천호제3동
1.6486594454756431,여,80,업무,성내제1동
1.6486594454756431,여,80,업무,성내제2동
1.6486594454756431,여,80,업무,성내제3동
1.6486594454756431,여,80,업무,길동
1.6486594454756431,여,80,업무,둔촌제1동
1.6486594454756431,여,80,업무,둔촌제2동
1.4468324042542633,여,80,업무,중앙동
1.4468324042542633,여,80,업무,동광동
1.274240440946424,여,80,업무,대청동
1.2602620148893822,여,80,업무,보수동
1.4976268926575396,여,80,업무,부평동
1.4976268926575396,여,80,업무,광복동
1.5003811202018895,여,80,업무,남포동
1.4932040415685461,여,80,업무,영주제1동
1.4932040415685461,여,80,업무,영주제2동
1.3938583472087924,여,80,업무,동대신제1동
1.3938583472087924,여,80,업무,동대신제2동
1.3938583472087924,여,80,업무,동대신제3동
1.3938583472087924,여,80,업무,서대신제1동
1.3938583472087924,여,80,업무,서대신제3동
1.3783265750615894,여,80,업무,서대신제4동
1.4104143837869472,여,80,업무,부민동
1.394294214206121,여,80,업무,아미동
1.5942123704115787,여,80,업무,초장동
1.594776718318471,여,80,업무,충무동
1.4346881801714753,여,80,업무,남부민제1동
1.4346881801714753,여,80,업무,남부민제2동
1.4346881801714753,여,80,업무,암남동
1.3137311208101201,여,80,업무,초량제1동
1.3137311208101201,여,80,업무,초량제2동
1.3137311208101201,여,80,업무,초량제3동
1.3108997759669812,여,80,업무,초량제6동
1.3108997759669812,여,80,업무,수정제1동
1.3108997759669812,여,80,업무,수정제2동
1.3114690977754615,여,80,업무,수정제4동
1.2765499442069648,여,80,업무,수정제5동
1.2749127549355923,여,80,업무,좌천동
1.2749127549355923,여,80,업무,범일제1동
1.2563162846307447,여,80,업무,범일제2동
1.2563162846307447,여,80,업무,범일제5동
1.34680715237341,여,80,업무,남항동
1.34680715237341,여,80,업무,영선제1동
1.34680715237341,여,80,업무,영선제2동
1.34680715237341,여,80,업무,신선동
1.34680715237341,여,80,업무,봉래제1동
1.4692733259047426,여,80,업무,봉래제2동
1.4692733259047426,여,80,업무,청학제1동
1.5303317561991263,여,80,업무,청학제2동
1.5849172312237463,여,80,업무,동삼제1동
1.5682699616258062,여,80,업무,동삼제2동
1.5149239733217785,여,80,업무,동삼제3동
1.5024376291967496,여,80,업무,부전제1동
1.5024376291967496,여,80,업무,부전제2동
1.5024733232667165,여,80,업무,연지동
1.5024733232667165,여,80,업무,초읍동
1.511073638798104,여,80,업무,양정제1동
1.511073638798104,여,80,업무,양정제2동
1.5121823350538153,여,80,업무,전포제1동
1.5121823350538153,여,80,업무,전포제2동
1.5121823350538153,여,80,업무,부암제1동
1.5121823350538153,여,80,업무,부암제3동
1.5121823350538153,여,80,업무,당감제1동
1.5121823350538153,여,80,업무,당감제2동
1.5121823350538153,여,80,업무,당감제4동
1.5121823350538153,여,80,업무,가야제1동
1.5121823350538153,여,80,업무,가야제2동
1.5121823350538153,여,80,업무,개금제1동
1.5121823350538153,여,80,업무,개금제2동
1.5121823350538153,여,80,업무,개금제3동
1.5121823350538153,여,80,업무,범천제1동
1.5121823350538153,여,80,업무,범천제2동
1.4990140246888521,여,80,업무,수민동
1.4982652383692965,여,80,업무,복산동
1.4982652383692965,여,80,업무,명륜동
1.4982652383692965,여,80,업무,온천제1동
1.4878424287405625,여,80,업무,온천제2동
1.4878424287405625,여,80,업무,온천제3동
1.4854178121237172,여,80,업무,사직제1동
1.4780166650810975,여,80,업무,사직제2동
1.4587570977281892,여,80,업무,사직제3동
1.453790259839778,여,80,업무,안락제1동
1.453790259839778,여,80,업무,안락제2동
1.453790259839778,여,80,업무,명장제1동
1.453790259839778,여,80,업무,명장제2동
1.2568178517847277,여,80,업무,대연제1동
1.2517655273028216,여,80,업무,대연제3동
1.2554189264235989,여,80,업무,대연제4동
1.2721840507988598,여,80,업무,대연제5동
1.2721840507988598,여,80,업무,대연제6동
1.2706052453950978,여,80,업무,용호제1동
1.243781381338704,여,80,업무,용호제2동
1.2456060457210747,여,80,업무,용호제3동
1.2478073888430612,여,80,업무,용호제4동
1.2621850815561952,여,80,업무,용당동
1.2602078054825407,여,80,업무,감만제1동
1.2637766917928828,여,80,업무,감만제2동
1.273468855093972,여,80,업무,우암동
1.252022824340167,여,80,업무,문현제1동
1.252022824340167,여,80,업무,문현제2동
1.252022824340167,여,80,업무,문현제3동
1.252022824340167,여,80,업무,문현제4동
1.1457461735093464,여,80,업무,구포제1동
1.1457461735093464,여,80,업무,구포제2동
1.1457461735093464,여,80,업무,구포제3동
1.1457461735093464,여,80,업무,금곡동
1.1612992970763638,여,80,업무,화명제1동
1.1612992970763638,여,80,업무,화명제2동
1.1612992970763638,여,80,업무,화명제3동
1.1612992970763638,여,80,업무,덕천제1동
1.1612992970763638,여,80,업무,덕천제2동
1.1612992970763638,여,80,업무,덕천제3동
1.1612992970763638,여,80,업무,만덕제1동
1.1612992970763638,여,80,업무,만덕제2동
1.1612992970763638,여,80,업무,만덕제3동
1.2816472904111083,여,80,업무,우제1동
1.2397097822785543,여,80,업무,우제2동
1.1911370698250996,여,80,업무,우제3동
1.1911370698250996,여,80,업무,중제1동
1.3662667979328473,여,80,업무,중제2동
1.3662667979328473,여,80,업무,좌제1동
1.3662667979328473,여,80,업무,좌제2동
1.3707456731994418,여,80,업무,좌제3동
1.3707456731994418,여,80,업무,좌제4동
1.3707456731994418,여,80,업무,송정동
1.3826439005264652,여,80,업무,반여제1동
1.3826439005264652,여,80,업무,반여제2동
1.4323074590348372,여,80,업무,반여제3동
1.4323074590348372,여,80,업무,반여제4동
1.4323074590348372,여,80,업무,반송제1동
1.4323074590348372,여,80,업무,반송제2동
1.4323074590348372,여,80,업무,재송제1동
1.4323074590348372,여,80,업무,재송제2동
1.159884473696661,여,80,업무,괴정제1동
1.159884473696661,여,80,업무,괴정제2동
1.159884473696661,여,80,업무,괴정제3동
1.159884473696661,여,80,업무,괴정제4동
1.159884473696661,여,80,업무,당리동
1.159884473696661,여,80,업무,하단제1동
1.159884473696661,여,80,업무,하단제2동
1.1337334010075337,여,80,업무,신평제1동
1.1337334010075337,여,80,업무,신평제2동
1.1337334010075337,여,80,업무,장림제1동
1.1254260198739618,여,80,업무,장림제2동
1.1220415505480243,여,80,업무,다대제1동
1.1220415505480243,여,80,업무,다대제2동
1.1149426470199726,여,80,업무,구평동
1.1025532141632022,여,80,업무,감천제1동
1.1025532141632022,여,80,업무,감천제2동
1.1067509826941768,여,80,업무,서제1동
1.1067509826941768,여,80,업무,서제2동
1.1154534189457537,여,80,업무,서제3동
1.1181349818206885,여,80,업무,금사회동동
1.1181349818206885,여,80,업무,부곡제1동
1.1181349818206885,여,80,업무,부곡제2동
1.1181349818206885,여,80,업무,부곡제3동
1.1181349818206885,여,80,업무,부곡제4동
1.1181349818206885,여,80,업무,장전제1동
1.1181349818206885,여,80,업무,장전제2동
1.1181349818206885,여,80,업무,선두구동
1.1432695011550695,여,80,업무,청룡노포동
1.2052113317760198,여,80,업무,남산동
1.2204304845296847,여,80,업무,구서제1동
1.2435531217428808,여,80,업무,구서제2동
1.2435531217428808,여,80,업무,금성동
1.3935127713187985,여,80,업무,대저1동
1.2592679841080368,여,80,업무,대저2동
1.2592679841080368,여,80,업무,강동동
1.2592679841080368,여,80,업무,명지1동
1.2592679841080368,여,80,업무,명지2동
1.2592679841080368,여,80,업무,가락동
1.2592679841080368,여,80,업무,녹산동
1.2592679841080368,여,80,업무,가덕도동
1.0458948828424826,여,80,업무,거제제1동
1.0458948828424826,여,80,업무,거제제2동
1.0458948828424826,여,80,업무,거제제3동
1.0563906998171104,여,80,업무,거제제4동
1.0563906998171104,여,80,업무,연산제1동
1.0563906998171104,여,80,업무,연산제2동
1.0563906998171104,여,80,업무,연산제3동
1.0563906998171104,여,80,업무,연산제4동
1.0563906998171104,여,80,업무,연산제5동
1.0563906998171104,여,80,업무,연산제6동
1.0563906998171104,여,80,업무,연산제8동
1.0563906998171104,여,80,업무,연산제9동
1.0701646930666748,여,80,업무,남천제1동
1.0701646930666748,여,80,업무,남천제2동
1.0747273805196356,여,80,업무,수영동
1.0747273805196356,여,80,업무,망미제1동
1.0747273805196356,여,80,업무,망미제2동
1.0747273805196356,여,80,업무,광안제1동
1.0747273805196356,여,80,업무,광안제2동
1.0747273805196356,여,80,업무,광안제3동
1.0747273805196356,여,80,업무,광안제4동
1.0747273805196356,여,80,업무,민락동
1.1133976428623658,여,80,업무,삼락동
1.1133976428623658,여,80,업무,모라제1동
1.1133976428623658,여,80,업무,모라제3동
1.1133976428623658,여,80,업무,덕포제1동
1.1133976428623658,여,80,업무,덕포제2동
1.1133976428623658,여,80,업무,괘법동
1.1133976428623658,여,80,업무,감전동
1.1133976428623658,여,80,업무,주례제1동
1.1133976428623658,여,80,업무,주례제2동
1.1133976428623658,여,80,업무,주례제3동
1.1133976428623658,여,80,업무,학장동
1.1133976428623658,여,80,업무,엄궁동
1.3123560238721095,여,80,업무,기장읍
1.4494184421455518,여,80,업무,장안읍
1.4494184421455518,여,80,업무,정관읍
1.4020750503237194,여,80,업무,일광읍
1.4020750503237194,여,80,업무,철마면
1.7009631845118691,여,80,업무,동인동
1.7009631845118691,여,80,업무,삼덕동
1.7009631845118691,여,80,업무,성내1동
1.7866594594365575,여,80,업무,성내2동
1.7866594594365575,여,80,업무,성내3동
1.7866594594365575,여,80,업무,대신동
1.7866594594365575,여,80,업무,남산1동
1.7866594594365575,여,80,업무,남산2동
1.7866594594365575,여,80,업무,남산3동
1.7866594594365575,여,80,업무,남산4동
1.7866594594365575,여,80,업무,대봉1동
1.7866594594365575,여,80,업무,대봉2동
1.7073899852013392,여,80,업무,신암1동
1.7073899852013392,여,80,업무,신암2동
1.7073899852013392,여,80,업무,신암3동
1.7073899852013392,여,80,업무,신암4동
1.7073899852013392,여,80,업무,신암5동
1.7073899852013392,여,80,업무,신천1.2동
1.7073899852013392,여,80,업무,신천3동
1.7073899852013392,여,80,업무,신천4동
1.7073899852013392,여,80,업무,효목1동
